"Datetime (date and time of sample collection)","Days since 741001","Sample Time Window, days","Flow, CFS","SS, mg/L (suspended solids)","TP, mg/L as P","SRP, mg/L, as P","NO23, mg/L as N","TKN, mg/L (Total Kjeldahl nitrogen)","Chloride, mg/L","Month",,,,
06/15/2006 12:00,11580.50000,1.00,344.0,85.514,0.258,0.064,6.170,1.059,26.6,6,,,,
06/16/2006 12:00,11581.50000,1.00,297.7,71.532,0.213,0.052,4.640,0.829,26.2,6,,,,
06/17/2006 12:00,11582.50000,1.00,250.9,53.191,0.181,0.072,5.530,0.805,31.4,6,,,,
06/18/2006 12:00,11583.50000,0.83,223.2,41.771,0.162,0.047,5.000,0.875,33.8,6,,,,
06/19/2006 04:00,11584.16667,0.50,228.6,86.696,0.239,0.050,5.660,1.233,34.8,6,,,,
06/19/2006 12:00,11584.50000,0.67,217.7,60.945,0.173,0.050,6.200,1.077,35.5,6,,,,
06/20/2006 12:00,11585.50000,0.67,245.0,58.099,0.166,0.033,4.550,1.088,37.7,6,,,,
06/20/2006 20:00,11585.83333,0.33,303.6,77.669,0.189,0.027,3.700,1.172,40.4,6,,,,
06/21/2006 04:00,11586.16667,0.33,558.6,139.300,0.243,0.028,3.730,1.305,38.7,6,,,,
06/21/2006 12:00,11586.50000,0.33,854.4,161.270,0.283,0.029,3.660,1.355,34.7,6,,,,
06/21/2006 20:00,11586.83333,0.50,3632.0,426.160,0.628,0.096,4.520,2.159,24.7,6,,,,
06/22/2006 12:00,11587.50000,0.50,8102.4,523.960,0.746,0.105,6.370,2.687,12.0,6,,,,
06/22/2006 20:00,11587.83333,0.33,10091.0,437.300,0.677,0.103,6.100,2.495,9.6,6,,,,
06/23/2006 04:00,11588.16667,0.33,12790.0,452.420,0.675,0.107,5.900,2.403,8.8,6,,,,
06/23/2006 12:00,11588.50000,0.33,13028.0,321.340,0.571,0.111,5.330,2.155,8.6,6,,,,
06/23/2006 20:00,11588.83333,0.33,12257.0,254.510,0.539,0.113,4.960,1.734,8.5,6,,,,
06/24/2006 04:00,11589.16667,0.33,10339.0,232.600,0.476,0.114,5.490,1.726,9.8,6,,,,
06/24/2006 12:00,11589.50000,0.33,7881.5,206.340,0.451,0.118,6.270,1.748,11.2,6,,,,
06/24/2006 20:00,11589.83333,0.33,6170.0,183.000,0.450,0.118,6.320,1.703,11.9,6,,,,
06/25/2006 04:00,11590.16667,0.33,5146.2,197.210,0.425,0.116,6.350,1.568,12.0,6,,,,
06/25/2006 12:00,11590.50000,0.33,4093.0,160.710,0.387,0.116,6.480,1.501,13.1,6,,,,
06/25/2006 20:00,11590.83333,0.33,3204.5,149.490,0.349,0.116,6.460,1.431,13.9,6,,,,
06/26/2006 04:00,11591.16667,0.33,2504.0,144.260,0.339,0.113,6.420,1.315,16.6,6,,,,
06/26/2006 12:00,11591.50000,0.67,1998.3,123.530,0.296,0.100,6.450,1.457,17.1,6,,,,
06/27/2006 12:00,11592.50000,1.00,1095.1,72.407,0.235,0.101,5.940,0.954,20.3,6,,,,
06/28/2006 12:00,11593.50000,1.00,743.0,54.196,0.190,0.097,5.390,1.055,23.2,6,,,,
06/29/2006 12:00,11594.50000,1.00,567.6,50.822,0.170,0.090,4.880,1.013,25.1,6,,,,
06/30/2006 12:00,11595.50000,1.00,489.7,49.900,0.161,0.084,4.590,0.990,26.4,6,,,,
07/01/2006 12:00,11596.50000,1.00,378.6,50.400,0.155,0.080,4.240,0.900,27.1,7,,,,
07/02/2006 12:00,11597.50000,0.83,310.3,42.274,0.144,0.066,3.990,0.902,29.5,7,,,,
07/03/2006 04:00,11598.16667,0.50,286.0,38.593,0.138,0.071,3.750,0.827,30.4,7,,,,
07/03/2006 12:00,11598.50000,0.67,280.2,32.368,0.139,0.055,3.700,0.831,32.1,7,,,,
07/04/2006 12:00,11599.50000,1.00,286.0,39.761,0.146,0.061,3.590,0.793,33.2,7,,,,
07/05/2006 12:00,11600.50000,1.00,378.6,49.974,0.154,0.062,3.130,0.805,33.9,7,,,,
07/06/2006 12:00,11601.50000,1.00,938.2,96.420,0.206,0.069,2.780,0.786,35.3,7,,,,
07/07/2006 12:00,11602.50000,1.00,661.5,57.855,0.168,0.074,2.980,0.820,31.9,7,,,,
07/08/2006 12:00,11603.50000,1.00,417.0,42.084,0.156,0.072,3.170,0.684,31.1,7,,,,
07/09/2006 12:00,11604.50000,0.83,291.9,39.921,0.160,0.073,3.120,0.684,28.4,7,,,,
07/10/2006 04:00,11605.16667,0.50,245.0,34.821,0.153,0.078,3.010,0.707,28.9,7,,,,
07/10/2006 12:00,11605.50000,0.67,228.6,29.061,0.136,0.070,3.060,0.622,30.1,7,,,,
07/11/2006 12:00,11606.50000,1.00,201.3,27.144,0.131,0.066,3.100,0.599,31.8,7,,,,
07/12/2006 12:00,11607.50000,0.33,206.8,62.459,0.189,0.070,2.890,0.817,34.6,7,,,,
07/12/2006 20:00,11607.83333,0.33,291.9,82.122,0.302,0.121,7.390,1.444,29.8,7,,,,
07/13/2006 04:00,11608.16667,0.33,317.1,57.422,0.247,0.105,5.810,1.000,30.2,7,,,,
07/13/2006 12:00,11608.50000,0.33,481.3,93.890,0.237,0.085,4.280,0.915,33.1,7,,,,
07/13/2006 20:00,11608.83333,0.33,890.4,118.230,0.241,0.078,3.610,0.784,32.6,7,,,,
07/14/2006 04:00,11609.16667,0.33,2561.0,186.860,0.327,0.091,2.780,0.948,31.6,7,,,,
07/14/2006 12:00,11609.50000,0.33,3160.4,357.430,0.587,0.083,2.170,1.617,21.6,7,,,,
07/14/2006 20:00,11609.83333,0.33,3474.5,297.870,0.558,0.104,2.420,1.783,10.7,7,,,,
07/15/2006 04:00,11610.16667,0.33,3677.4,253.040,0.485,0.107,2.660,1.505,11.9,7,,,,
07/15/2006 12:00,11610.50000,0.33,4262.4,248.460,0.472,0.110,2.540,1.609,12.5,7,,,,
07/15/2006 20:00,11610.83333,0.95,5244.6,250.760,0.484,0.107,2.170,1.471,10.0,7,,,,
07/17/2006 09:45,11612.40625,0.83,6914.8,129.090,0.359,0.131,1.930,1.211,8.4,7,,,,
07/17/2006 12:00,11612.50000,0.21,6802.0,-9.000,0.335,0.112,1.970,1.116,8.5,7,,,,
07/17/2006 20:00,11612.83333,0.33,6170.0,100.310,0.314,0.113,1.780,1.115,8.4,7,,,,
07/18/2006 04:00,11613.16667,0.33,5220.0,88.902,0.177,0.117,1.630,1.116,9.1,7,,,,
07/18/2006 12:00,11613.50000,0.33,4046.2,89.297,0.308,0.123,1.440,1.000,9.2,7,,,,
07/18/2006 20:00,11613.83333,0.33,3030.8,75.396,0.309,0.128,1.270,0.970,9.8,7,,,,
07/19/2006 04:00,11614.16667,0.33,2352.9,69.936,0.295,0.137,1.200,0.899,10.3,7,,,,
07/19/2006 12:00,11614.50000,0.67,1730.4,68.852,0.287,0.129,1.190,0.916,11.2,7,,,,
07/20/2006 12:00,11615.50000,1.00,701.2,35.128,0.231,0.124,1.200,0.836,14.4,7,,,,
07/21/2006 12:00,11616.50000,1.00,472.9,28.923,0.206,0.107,1.210,0.814,17.0,7,,,,
07/22/2006 12:00,11617.50000,1.00,378.6,30.943,0.189,0.106,1.380,0.856,19.5,7,,,,
07/23/2006 12:00,11618.50000,0.83,337.3,32.019,0.175,0.091,1.290,0.795,21.4,7,,,,
07/24/2006 04:00,11619.16667,0.50,651.5,65.386,0.200,0.093,1.350,0.798,21.6,7,,,,
07/24/2006 12:00,11619.50000,0.67,797.7,63.848,0.190,0.078,1.370,0.847,22.5,7,,,,
07/25/2006 12:00,11620.50000,1.00,764.9,45.884,0.174,0.081,1.410,0.752,25.2,7,,,,
07/26/2006 12:00,11621.50000,1.00,464.6,40.038,0.182,0.080,1.520,0.869,22.2,7,,,,
07/27/2006 12:00,11622.50000,0.83,364.2,40.116,0.186,0.096,1.560,0.868,23.4,7,,,,
07/28/2006 04:00,11623.16667,0.50,357.4,54.580,0.233,0.111,1.750,0.998,32.2,7,,,,
07/28/2006 12:00,11623.50000,0.33,523.2,78.101,0.265,0.114,1.810,0.970,29.6,7,,,,
07/28/2006 20:00,11623.83333,0.33,701.2,64.406,-9.000,0.092,1.390,0.916,32.0,7,,,,
07/29/2006 04:00,11624.16667,0.33,797.7,87.677,0.276,0.104,1.670,0.972,33.3,7,,,,
07/29/2006 12:00,11624.50000,0.67,621.7,79.247,0.302,0.133,2.090,1.224,34.3,7,,,,
07/30/2006 12:00,11625.50000,0.83,370.9,38.706,0.252,0.134,1.940,0.934,30.7,7,,,,
07/31/2006 04:00,11626.16667,0.50,297.7,37.309,0.225,0.130,1.750,0.879,31.4,7,,,,
07/31/2006 12:00,11626.50000,0.67,274.3,36.187,0.203,0.103,1.650,0.912,31.3,7,,,,
08/01/2006 12:00,11627.50000,1.00,223.2,30.470,0.175,0.077,1.530,0.785,31.6,8,,,,
08/02/2006 12:00,11628.50000,1.00,185.9,24.937,0.157,0.068,1.290,0.805,31.6,8,,,,
08/03/2006 12:00,11629.50000,1.00,154.1,27.819,0.152,0.061,1.170,0.887,33.2,8,,,,
08/04/2006 12:00,11630.50000,1.00,136.3,17.000,0.143,0.056,0.990,0.724,33.1,8,,,,
08/05/2006 12:00,11631.50000,1.00,123.3,21.057,0.128,0.045,0.660,0.777,34.3,8,,,,
08/06/2006 12:00,11632.50000,0.83,127.6,20.327,0.122,0.024,0.430,0.810,35.8,8,,,,
08/07/2006 04:00,11633.16667,0.50,127.6,28.084,0.126,0.025,0.590,0.776,36.2,8,,,,
08/07/2006 12:00,11633.50000,0.67,154.1,31.315,0.126,0.021,0.430,0.840,38.4,8,,,,
08/08/2006 12:00,11634.50000,1.00,172.2,29.166,0.126,0.012,0.170,0.906,37.6,8,,,,
08/09/2006 12:00,11635.50000,1.00,136.3,27.891,0.120,0.005,0.130,0.898,36.8,8,,,,
08/10/2006 12:00,11636.50000,1.00,110.3,27.061,0.103,0.005,0.240,0.819,36.5,8,,,,
08/11/2006 12:00,11637.50000,1.00,94.8,21.026,0.131,0.012,0.330,0.880,38.3,8,,,,
08/12/2006 12:00,11638.50000,1.00,94.8,42.203,0.099,0.012,0.410,0.770,40.3,8,,,,
08/13/2006 12:00,11639.50000,0.83,94.8,26.871,0.098,0.003,0.250,0.882,44.1,8,,,,
08/14/2006 04:00,11640.16667,0.50,91.5,35.487,0.111,0.002,0.060,0.939,43.9,8,,,,
08/14/2006 12:00,11640.50000,0.67,84.7,33.366,0.104,0.003,0.030,0.937,44.4,8,,,,
08/15/2006 12:00,11641.50000,1.00,77.9,34.942,0.110,0.002,0.000,1.061,42.4,8,,,,
08/16/2006 12:00,11642.50000,1.00,71.2,36.492,0.113,0.001,0.000,0.991,40.6,8,,,,
08/17/2006 12:00,11643.50000,1.00,67.8,32.130,0.103,0.004,0.050,0.840,41.7,8,,,,
08/18/2006 12:00,11644.50000,1.00,64.9,29.254,0.098,0.015,0.030,0.749,42.2,8,,,,
08/19/2006 12:00,11645.50000,1.00,64.9,26.378,0.094,0.017,0.040,0.770,43.1,8,,,,
08/20/2006 12:00,11646.50000,0.83,67.8,23.076,0.093,0.020,0.300,0.775,47.2,8,,,,
08/21/2006 04:00,11647.16667,0.50,62.0,31.088,0.123,0.024,0.090,0.776,44.6,8,,,,
08/21/2006 12:00,11647.50000,0.67,62.0,9.009,0.091,0.007,0.070,0.718,45.4,8,,,,
08/22/2006 12:00,11648.50000,1.00,62.0,29.597,0.090,0.016,0.090,0.752,46.5,8,,,,
08/23/2006 12:00,11649.50000,1.00,59.2,34.436,0.097,0.020,0.120,0.753,47.4,8,,,,
08/24/2006 12:00,11650.50000,1.00,62.0,9.804,0.095,0.015,0.150,0.743,46.1,8,,,,
08/25/2006 12:00,11651.50000,1.00,64.9,20.422,0.093,0.017,0.100,0.750,45.2,8,,,,
08/26/2006 12:00,11652.50000,1.00,59.2,21.690,0.097,0.007,0.060,0.798,46.4,8,,,,
08/27/2006 12:00,11653.50000,0.83,59.2,26.299,0.106,0.009,0.120,0.922,50.9,8,,,,
08/28/2006 04:00,11654.16667,0.50,67.8,25.049,0.095,0.016,0.180,0.801,53.0,8,,,,
08/28/2006 12:00,11654.50000,0.67,71.2,22.497,0.101,0.015,0.220,0.840,55.1,8,,,,
08/29/2006 12:00,11655.50000,1.00,127.6,59.119,0.193,0.061,1.130,1.147,53.8,8,,,,
08/30/2006 12:00,11656.50000,1.00,149.5,27.287,0.154,0.063,0.660,0.945,55.0,8,,,,
08/31/2006 12:00,11657.50000,1.00,167.7,39.118,0.173,0.061,0.560,0.928,49.8,8,,,,
09/01/2006 12:00,11658.50000,1.00,158.6,31.833,0.141,0.041,0.560,0.852,46.1,9,,,,
09/02/2006 12:00,11659.50000,1.00,136.3,26.950,0.123,0.031,0.300,0.918,48.8,9,,,,
09/03/2006 12:00,11660.50000,0.83,140.7,30.848,0.124,0.022,0.330,1.001,50.6,9,,,,
09/04/2006 04:00,11661.16667,0.50,123.3,33.165,0.116,0.012,0.520,0.899,52.5,9,,,,
09/04/2006 12:00,11661.50000,0.67,114.6,28.379,0.099,0.005,0.430,0.784,53.3,9,,,,
09/05/2006 12:00,11662.50000,1.00,123.3,34.761,0.100,0.001,0.890,0.973,53.9,9,,,,
09/06/2006 12:00,11663.50000,1.00,119.0,37.696,0.098,0.001,0.830,0.971,54.5,9,,,,
09/07/2006 12:00,11664.50000,1.00,98.2,33.251,0.095,0.004,0.400,1.044,54.8,9,,,,
09/08/2006 12:00,11665.50000,1.00,123.3,35.187,0.104,0.002,0.400,1.156,61.3,9,,,,
09/09/2006 12:00,11666.50000,1.00,132.0,36.818,0.104,0.003,0.370,1.133,59.8,9,,,,
09/10/2006 12:00,11667.50000,0.83,158.6,63.390,0.140,0.005,0.550,1.229,58.6,9,,,,
09/11/2006 04:00,11668.16667,0.50,136.3,44.820,0.122,0.001,0.440,1.109,57.3,9,,,,
09/11/2006 12:00,11668.50000,0.67,127.6,35.012,0.113,0.003,0.350,1.055,56.2,9,,,,
09/12/2006 12:00,11669.50000,1.00,105.9,56.894,0.144,0.006,0.190,1.194,53.7,9,,,,
09/13/2006 12:00,11670.50000,0.67,119.0,38.892,0.133,0.013,0.390,1.040,49.7,9,,,,
09/13/2006 20:00,11670.83333,0.33,132.0,62.716,0.167,0.018,0.550,1.190,48.5,9,,,,
09/14/2006 04:00,11671.16667,0.33,206.8,112.660,0.221,0.007,0.940,1.380,50.7,9,,,,
09/14/2006 12:00,11671.50000,0.33,280.2,133.100,0.272,0.042,1.340,1.446,52.4,9,,,,
09/14/2006 20:00,11671.83333,0.33,344.0,98.392,0.226,0.064,1.600,1.184,54.2,9,,,,
09/15/2006 04:00,11672.16667,0.33,297.7,74.145,0.244,0.100,2.290,1.291,52.7,9,,,,
09/15/2006 12:00,11672.50000,0.33,337.3,85.459,0.288,0.100,1.930,1.355,50.0,9,,,,
09/15/2006 20:00,11672.83333,0.33,386.3,104.610,0.276,0.091,1.720,1.261,44.7,9,,,,
09/16/2006 04:00,11673.16667,0.33,489.7,116.680,0.266,0.069,1.990,1.059,40.8,9,,,,
09/16/2006 12:00,11673.50000,0.33,603.7,116.970,0.227,0.061,2.020,1.196,39.2,9,,,,
09/16/2006 20:00,11673.83333,0.33,681.3,79.663,0.222,0.088,1.920,0.971,36.6,9,,,,
09/17/2006 04:00,11674.16667,0.33,651.5,69.074,0.302,0.129,2.090,1.179,37.1,9,,,,
09/17/2006 12:00,11674.50000,0.33,558.6,72.395,0.295,0.120,2.170,1.055,31.4,9,,,,
09/17/2006 20:00,11674.83333,0.33,456.2,66.627,0.271,0.120,2.480,1.017,30.4,9,,,,
09/18/2006 04:00,11675.16667,0.33,370.9,55.858,0.253,0.111,2.730,1.237,30.2,9,,,,
09/18/2006 12:00,11675.50000,0.67,317.1,55.717,0.241,0.111,2.560,1.014,29.7,9,,,,
09/19/2006 12:00,11676.50000,1.00,274.3,52.195,0.253,0.098,2.060,0.993,27.8,9,,,,
09/20/2006 12:00,11677.50000,1.00,274.3,50.063,0.248,0.100,2.300,0.917,33.9,9,,,,
09/21/2006 12:00,11678.50000,1.00,239.5,36.679,0.204,0.096,2.230,0.771,32.6,9,,,,
09/22/2006 12:00,11679.50000,1.00,256.7,43.425,0.191,0.088,2.110,0.794,33.0,9,,,,
09/23/2006 12:00,11680.50000,1.00,228.6,39.608,0.185,0.077,2.170,0.709,34.1,9,,,,
09/24/2006 12:00,11681.50000,0.83,172.2,29.607,0.193,0.109,2.630,0.704,36.7,9,,,,
09/25/2006 04:00,11682.16667,0.50,145.0,28.884,0.180,0.103,2.760,0.697,40.3,9,,,,
09/25/2006 12:00,11682.50000,0.67,136.3,27.859,0.156,0.046,2.590,0.678,39.1,9,,,,
09/26/2006 12:00,11683.50000,1.00,110.3,25.536,0.146,0.095,2.200,0.643,40.7,9,,,,
09/27/2006 12:00,11684.50000,1.00,98.2,25.036,0.138,0.080,1.930,0.709,38.0,9,,,,
09/28/2006 12:00,11685.50000,1.00,110.3,22.704,0.127,0.066,1.750,0.665,38.4,9,,,,
09/29/2006 12:00,11686.50000,1.00,91.5,20.655,0.118,0.065,1.810,0.692,40.0,9,,,,
09/30/2006 12:00,11687.50000,1.00,88.1,18.325,0.116,0.055,1.530,0.827,39.6,9,,,,
10/01/2006 12:00,11688.50000,1.00,94.8,20.337,0.128,0.050,1.280,0.855,39.8,10,,,,
10/02/2006 12:00,11689.50000,1.00,132.0,25.129,0.128,0.033,1.220,0.762,39.3,10,,,,
10/03/2006 12:00,11690.50000,1.00,262.6,59.380,0.161,0.035,1.330,0.800,42.8,10,,,,
10/04/2006 12:00,11691.50000,1.00,223.2,28.650,0.127,0.036,1.130,0.761,40.7,10,,,,
10/05/2006 12:00,11692.50000,1.00,195.9,29.069,0.128,0.049,1.410,0.715,41.5,10,,,,
10/06/2006 12:00,11693.50000,1.00,163.2,27.980,0.131,0.055,1.970,0.662,42.9,10,,,,
10/07/2006 12:00,11694.50000,1.00,145.0,26.841,0.157,0.088,1.350,0.673,45.0,10,,,,
10/08/2006 12:00,11695.50000,0.83,132.0,29.597,0.166,0.085,1.240,0.696,44.3,10,,,,
10/09/2006 04:00,11696.16667,0.45,123.3,25.138,0.153,0.081,1.220,0.655,44.5,10,,,,
10/09/2006 09:25,11696.39236,2.17,119.0,13.284,0.128,0.061,1.280,0.695,45.1,10,,,,
10/13/2006 12:00,11700.50000,1.00,91.5,27.480,0.144,0.062,1.130,0.870,46.5,10,,,,
10/14/2006 12:00,11701.50000,1.00,91.5,26.710,0.127,0.040,1.250,0.830,49.3,10,,,,
10/15/2006 12:00,11702.50000,0.95,149.5,32.977,-9.000,0.035,1.150,1.057,45.9,10,,,,
10/16/2006 09:30,11703.39583,0.50,228.6,10.692,0.085,0.020,1.150,0.691,48.5,10,,,,
10/16/2006 12:00,11703.50000,0.22,228.6,11.264,0.080,0.030,1.150,0.669,47.3,10,,,,
10/16/2006 20:00,11703.83333,0.33,212.2,18.139,0.083,0.025,1.130,0.670,46.1,10,,,,
10/17/2006 04:00,11704.16667,0.33,217.7,145.770,0.604,0.073,1.060,1.140,42.2,10,,,,
10/17/2006 12:00,11704.50000,0.50,558.6,137.210,0.529,0.221,3.660,1.586,24.9,10,,,,
10/18/2006 04:00,11705.16667,0.33,3117.2,232.180,0.651,0.220,4.040,1.829,28.2,10,,,,
10/18/2006 12:00,11705.50000,0.33,5393.2,270.540,0.784,0.269,4.160,1.999,25.5,10,,,,
10/18/2006 20:00,11705.83333,0.33,5723.0,232.600,0.821,0.318,4.550,2.075,24.3,10,,,,
10/23/2006 09:20,11710.38889,1.00,1151.5,52.088,0.324,0.176,3.890,1.097,26.2,10,,,,
10/23/2006 12:00,11710.50000,1.00,1282.4,45.261,0.321,0.182,4.070,0.957,26.9,10,,,,
10/30/2006 09:20,11717.38889,1.00,5723.0,97.592,0.589,0.264,4.000,1.288,19.9,10,,,,
10/30/2006 12:00,11717.50000,1.00,5697.2,102.980,0.559,0.263,-9.000,1.449,-9.0,10,,,,
11/02/2006 20:00,11720.83333,1.00,1028.7,36.179,0.275,0.147,3.920,0.838,24.8,11,,,,
11/03/2006 12:00,11721.50000,0.83,819.6,22.661,0.224,0.136,3.950,0.771,27.4,11,,,,
11/04/2006 12:00,11722.50000,1.00,631.6,14.726,0.181,0.109,3.840,0.660,30.3,11,,,,
11/05/2006 12:00,11723.50000,0.83,514.8,10.649,0.157,0.097,3.710,0.652,32.6,11,,,,
11/06/2006 04:00,11724.16667,0.45,456.2,12.151,0.145,0.098,3.650,0.563,33.8,11,,,,
11/06/2006 09:45,11724.40625,0.17,440.1,9.065,0.141,0.082,3.710,0.561,34.6,11,,,,
11/06/2006 12:00,11724.50000,0.55,432.4,9.117,0.137,0.093,3.640,0.604,33.8,11,,,,
11/07/2006 12:00,11725.50000,1.00,394.0,9.972,0.128,0.087,3.560,0.631,35.3,11,,,,
11/08/2006 12:00,11726.50000,1.00,357.4,10.505,0.120,0.079,3.540,0.532,37.1,11,,,,
11/09/2006 12:00,11727.50000,1.00,370.9,11.577,0.114,0.075,3.390,0.498,39.1,11,,,,
11/10/2006 12:00,11728.50000,1.00,370.9,11.225,0.105,0.064,3.200,0.481,40.7,11,,,,
11/11/2006 12:00,11729.50000,1.00,357.4,11.336,0.096,0.057,3.130,0.546,41.3,11,,,,
11/12/2006 12:00,11730.50000,0.83,344.0,9.577,0.094,0.059,3.290,0.523,44.9,11,,,,
11/13/2006 04:00,11731.16667,0.45,337.3,7.307,0.094,0.058,3.320,0.050,44.2,11,,,,
11/13/2006 09:30,11731.39583,0.17,330.5,4.382,0.085,0.055,3.290,0.595,44.6,11,,,,
11/13/2006 12:00,11731.50000,0.55,330.5,3.984,0.101,0.058,3.330,0.473,44.9,11,,,,
11/14/2006 12:00,11732.50000,1.00,310.3,3.870,0.091,0.054,3.150,0.388,43.4,11,,,,
11/15/2006 12:00,11733.50000,0.83,310.3,4.401,0.087,0.055,3.030,0.494,43.2,11,,,,
11/16/2006 04:00,11734.16667,0.50,440.1,46.961,0.205,0.093,6.310,1.006,40.9,11,,,,
11/16/2006 12:00,11734.50000,0.33,1207.9,76.821,0.448,0.235,5.430,1.556,34.5,11,,,,
11/16/2006 20:00,11734.83333,0.33,3294.5,132.310,0.534,0.243,4.990,1.693,32.2,11,,,,
11/17/2006 04:00,11735.16667,0.33,5878.4,157.790,0.624,0.254,4.550,1.672,26.7,11,,,,
11/17/2006 12:00,11735.50000,0.33,6886.6,157.320,0.642,0.241,4.780,2.058,25.6,11,,,,
11/17/2006 20:00,11735.83333,0.33,6523.5,131.640,0.655,0.271,4.840,1.977,26.1,11,,,,
11/18/2006 04:00,11736.16667,0.33,6010.4,125.200,0.647,0.281,4.730,1.748,26.4,11,,,,
11/18/2006 12:00,11736.50000,0.33,5645.6,104.560,0.600,0.259,4.790,1.438,26.3,11,,,,
11/18/2006 20:00,11736.83333,0.33,5244.6,89.552,0.609,0.269,4.720,1.439,25.6,11,,,,
11/19/2006 04:00,11737.16667,0.33,4713.0,77.707,0.610,0.318,4.710,1.720,25.6,11,,,,
11/19/2006 12:00,11737.50000,0.33,4165.6,65.243,0.560,0.291,4.640,1.579,25.1,11,,,,
11/19/2006 20:00,11737.83333,0.33,3632.0,54.411,0.531,0.271,4.460,1.513,24.5,11,,,,
11/20/2006 04:00,11738.16667,0.28,3095.6,57.299,0.488,0.227,4.280,1.403,23.8,11,,,,
11/20/2006 09:20,11738.38889,0.17,2759.0,49.087,0.447,0.224,4.300,1.478,24.4,11,,,,
11/20/2006 12:00,11738.50000,0.22,2561.0,54.801,0.430,0.216,4.370,1.110,24.8,11,,,,
11/20/2006 20:00,11738.83333,0.33,2068.9,49.695,0.387,0.194,4.440,1.075,25.5,11,,,,
11/21/2006 04:00,11739.16667,0.33,1637.8,41.902,0.343,0.178,4.510,1.024,26.5,11,,,,
11/21/2006 12:00,11739.50000,0.67,1373.0,32.437,0.305,0.159,4.610,1.121,27.8,11,,,,
11/22/2006 12:00,11740.50000,1.00,1373.0,25.762,0.228,0.130,4.970,0.679,34.9,11,,,,
11/23/2006 12:00,11741.50000,1.00,764.9,15.977,0.176,0.108,4.680,0.638,32.9,11,,,,
11/24/2006 12:00,11742.50000,1.00,631.6,11.600,0.146,0.094,4.600,0.503,34.7,11,,,,
11/25/2006 12:00,11743.50000,1.00,540.6,10.934,0.121,0.080,4.490,0.515,35.8,11,,,,
11/26/2006 12:00,11744.50000,0.83,481.3,8.056,0.101,0.065,4.320,0.506,36.9,11,,,,
11/27/2006 04:00,11745.16667,0.45,447.8,11.893,0.096,0.057,4.230,0.487,38.0,11,,,,
11/27/2006 09:30,11745.39583,0.17,440.1,6.873,0.088,0.042,4.180,0.438,38.0,11,,,,
11/27/2006 12:00,11745.50000,0.55,432.4,9.662,0.104,0.051,3.820,0.486,35.0,11,,,,
11/28/2006 12:00,11746.50000,1.00,394.0,8.933,0.088,0.046,4.210,0.518,42.3,11,,,,
11/29/2006 12:00,11747.50000,1.00,364.2,11.792,0.123,0.076,3.910,0.480,40.7,11,,,,
11/30/2006 12:00,11748.50000,0.67,370.9,10.853,0.371,0.253,4.280,0.902,46.2,11,,,,
11/30/2006 20:00,11748.83333,0.33,540.6,85.907,0.447,0.194,5.500,1.244,42.9,11,,,,
12/01/2006 04:00,11749.16667,0.33,2561.0,157.250,0.562,0.170,4.380,1.666,26.6,12,,,,
12/01/2006 12:00,11749.50000,0.33,11406.0,425.320,0.966,0.162,2.850,2.752,17.8,12,,,,
12/01/2006 20:00,11749.83333,0.33,17412.0,395.680,1.008,0.177,2.700,2.553,12.4,12,,,,
12/02/2006 04:00,11750.16667,0.33,20510.0,320.380,0.938,0.180,2.350,2.506,11.8,12,,,,
12/02/2006 12:00,11750.50000,0.33,20136.0,230.760,0.924,0.185,2.230,1.996,12.0,12,,,,
12/02/2006 20:00,11750.83333,0.33,18286.0,239.810,0.823,0.173,2.710,0.906,11.7,12,,,,
12/03/2006 04:00,11751.16667,0.33,16058.0,178.430,0.785,0.182,2.800,2.144,14.7,12,,,,
12/03/2006 12:00,11751.50000,0.33,14810.0,201.040,0.762,0.174,2.800,1.417,14.8,12,,,,
12/03/2006 20:00,11751.83333,0.33,14300.0,171.660,0.769,0.185,2.610,1.827,12.1,12,,,,
12/04/2006 04:00,11752.16667,0.28,13930.0,154.670,0.738,0.201,2.360,1.756,12.0,12,,,,
12/04/2006 09:25,11752.39236,0.17,13755.0,124.130,0.780,0.214,2.480,1.722,12.5,12,,,,
12/04/2006 12:00,11752.50000,0.22,13615.0,147.390,0.711,0.217,3.590,1.718,16.9,12,,,,
12/04/2006 20:00,11752.83333,0.33,12722.0,140.890,0.686,0.221,3.270,1.655,16.3,12,,,,
12/05/2006 04:00,11753.16667,0.33,10587.0,131.860,0.645,0.208,3.240,1.650,16.1,12,,,,
12/05/2006 12:00,11753.50000,0.33,8410.2,119.830,0.613,0.184,3.570,1.421,18.3,12,,,,
12/05/2006 20:00,11753.83333,0.33,6578.5,108.240,0.570,0.170,3.680,1.609,19.3,12,,,,
12/06/2006 04:00,11754.16667,0.33,4534.2,97.210,0.520,0.175,4.100,1.397,23.5,12,,,,
12/06/2006 12:00,11754.50000,0.33,2987.6,92.213,0.474,0.145,3.710,1.293,21.0,12,,,,
12/06/2006 20:00,11754.83333,2.50,2226.2,104.620,0.447,0.138,4.380,1.409,21.7,12,,,,
12/11/2006 12:00,11759.50000,2.50,612.7,44.139,0.216,0.090,4.010,0.922,29.2,12,,,,
12/11/2006 20:00,11759.83333,1.00,576.7,28.545,0.183,0.089,3.960,0.803,30.5,12,,,,
12/18/2006 09:47,11766.40764,1.00,576.7,18.413,0.118,0.070,4.270,0.451,34.6,12,,,,
